variable_code,jotform_qid,task,set,question_type,item_type,question_label_en,question_label_zh,valid_values,correct_answer,data_type,scale_level,termination_stage,termination_type,termination_field,termination_threshold,is_practice,is_scored,notes
CM_Q1,456,CM,3,radio,morphology,Q1: 腳鏈,腳鏈,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - bracelet→anklet analogy
CM_Q1_TEXT,457,CM,3,text,text_response,Q1 text response,Q1文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q2,458,CM,3,radio,morphology,Q2: 腳槍,腳槍,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - hand gun→foot gun
CM_Q2_TEXT,459,CM,3,text,text_response,Q2 text response,Q2文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q3,460,CM,3,radio,morphology,Q3: 冬菇油,冬菇油,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - peanut oil→mushroom oil
CM_Q3_TEXT,461,CM,3,text,text_response,Q3 text response,Q3文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q4,462,CM,3,radio,morphology,Q4: 螞蟻網,螞蟻網,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - spider web→ant web
CM_Q4_TEXT,463,CM,3,text,text_response,Q4 text response,Q4文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q5,464,CM,3,radio,morphology,Q5: 臭蕉,臭蕉,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - fragrant banana→stinky banana
CM_Q5_TEXT,465,CM,3,text,text_response,Q5 text response,Q5文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q6,466,CM,3,radio,morphology,Q6: 凍水爐,凍水爐,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - water heater→water cooler
CM_Q6_TEXT,467,CM,3,text,text_response,Q6 text response,Q6文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q7,468,CM,3,radio,morphology,Q7: 羊油,羊油,"Y,N",Y,categorical,nominal,1,stage,CM_Ter1,4,FALSE,TRUE,Stage 1 - butter→sheep butter
CM_Q7_TEXT,469,CM,3,text,text_response,Q7 text response,Q7文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Ter1,470,CM,3,calculated,termination,Stage 1 termination flag,第一階段終止標誌,"0,1",,boolean,nominal,1,stage,,4,FALSE,FALSE,0=continued (≥4 correct) 1=terminated (<4 correct)
CM_Q8,471,CM,3,radio,morphology,Q8: 大紫花,大紫花,"Y,N",Y,categorical,nominal,2,stage,CM_Ter2,4,FALSE,TRUE,Stage 2 - big red flower→big purple flower
CM_Q8_TEXT,472,CM,3,text,text_response,Q8 text response,Q8文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q9,473,CM,3,radio,morphology,Q9: 雪遮,雪遮,"Y,N",Y,categorical,nominal,2,stage,CM_Ter2,4,FALSE,TRUE,Stage 2 - rain umbrella→snow umbrella
CM_Q9_TEXT,474,CM,3,text,text_response,Q9 text response,Q9文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q10,475,CM,3,radio,morphology,Q10: 短頸鹿,短頸鹿,"Y,N",Y,categorical,nominal,2,stage,CM_Ter2,4,FALSE,TRUE,Stage 2 - giraffe→short-neck deer
CM_Q10_TEXT,476,CM,3,text,text_response,Q10 text response,Q10文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q11,477,CM,3,radio,morphology,Q11: 鐵袋,鐵袋,"Y,N",Y,categorical,nominal,2,stage,CM_Ter2,4,FALSE,TRUE,Stage 2 - plastic bag→iron bag
CM_Q11_TEXT,478,CM,3,text,text_response,Q11 text response,Q11文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q12,479,CM,3,radio,morphology,Q12: 門簾,門簾,"Y,N",Y,categorical,nominal,2,stage,CM_Ter2,4,FALSE,TRUE,Stage 2 - window curtain→door curtain
CM_Q12_TEXT,480,CM,3,text,text_response,Q12 text response,Q12文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Ter2,481,CM,3,calculated,termination,Stage 2 termination flag,第二階段終止標誌,"0,1",,boolean,nominal,2,stage,,4,FALSE,FALSE,0=continued (≥4 correct) 1=terminated (<4 correct)
CM_Q13,482,CM,3,radio,morphology,Q13: 洗鞋機,洗鞋機,"Y,N",Y,categorical,nominal,3,stage,CM_Ter3,4,FALSE,TRUE,Stage 3 - washing machine→shoe washer
CM_Q13_TEXT,483,CM,3,text,text_response,Q13 text response,Q13文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q14,484,CM,3,radio,morphology,Q14: 水龍捲,水龍捲,"Y,N",Y,categorical,nominal,3,stage,CM_Ter3,4,FALSE,TRUE,Stage 3 - land tornado→waterspout
CM_Q14_TEXT,485,CM,3,text,text_response,Q14 text response,Q14文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q15,486,CM,3,radio,morphology,Q15: 地上鐵,地上鐵,"Y,N",Y,categorical,nominal,3,stage,CM_Ter3,4,FALSE,TRUE,Stage 3 - underground→aboveground railway
CM_Q15_TEXT,487,CM,3,text,text_response,Q15 text response,Q15文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q16,488,CM,3,radio,morphology,Q16: 鼻水肩,鼻水肩,"Y,N",Y,categorical,nominal,3,stage,CM_Ter3,4,FALSE,TRUE,Stage 3 - drool bib→runny nose bib
CM_Q16_TEXT,489,CM,3,text,text_response,Q16 text response,Q16文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q17,490,CM,3,radio,morphology,Q17: 奶包,奶包,"Y,N",Y,categorical,nominal,3,stage,CM_Ter3,4,FALSE,TRUE,Stage 3 - flour bread→milk bread
CM_Q17_TEXT,491,CM,3,text,text_response,Q17 text response,Q17文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Ter3,492,CM,3,calculated,termination,Stage 3 termination flag,第三階段終止標誌,"0,1",,boolean,nominal,3,stage,,4,FALSE,FALSE,0=continued (≥4 correct) 1=terminated (<4 correct)
CM_Q18,493,CM,3,radio,morphology,Q18: 蕃茄糊,蕃茄糊,"Y,N",Y,categorical,nominal,4,stage,CM_Ter4,4,FALSE,TRUE,Stage 4 - sesame paste→tomato paste
CM_Q18_TEXT,494,CM,3,text,text_response,Q18 text response,Q18文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q19,495,CM,3,radio,morphology,Q19: 月出,月出,"Y,N",Y,categorical,nominal,4,stage,CM_Ter4,4,FALSE,TRUE,Stage 4 - sunrise→moonrise
CM_Q19_TEXT,496,CM,3,text,text_response,Q19 text response,Q19文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q20,497,CM,3,radio,morphology,Q20: 矮樓大廈,矮樓大廈,"Y,N",Y,categorical,nominal,4,stage,CM_Ter4,4,FALSE,TRUE,Stage 4 - skyscraper→short building
CM_Q20_TEXT,498,CM,3,text,text_response,Q20 text response,Q20文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q21,499,CM,3,radio,morphology,Q21: 跨江大橋,跨江大橋,"Y,N",Y,categorical,nominal,4,stage,CM_Ter4,4,FALSE,TRUE,Stage 4 - cross-sea bridge→cross-river bridge
CM_Q21_TEXT,500,CM,3,text,text_response,Q21 text response,Q21文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q22,501,CM,3,radio,morphology,Q22: 市慶,市慶,"Y,N",Y,categorical,nominal,4,stage,CM_Ter4,4,FALSE,TRUE,Stage 4 - national day→city day
CM_Q22_TEXT,502,CM,3,text,text_response,Q22 text response,Q22文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Ter4,503,CM,3,calculated,termination,Stage 4 termination flag,第四階段終止標誌,"0,1",,boolean,nominal,4,stage,,4,FALSE,FALSE,0=continued (≥4 correct) 1=terminated (<4 correct)
CM_S5,504,CM,3,calculated,score,Stage 5 score (admin),第五階段分數,0-5,,numeric,ratio,5,,,0,FALSE,FALSE,Administrative score field for stage 5
CM_Q23,505,CM,3,radio,morphology,Q23: 日景,日景,"Y,N",Y,categorical,nominal,5,,,,FALSE,TRUE,Stage 5 - nightscape→dayscape (no termination)
CM_Q23_TEXT,506,CM,3,text,text_response,Q23 text response,Q23文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q24,507,CM,3,radio,morphology,Q24: 上鄰下里,上鄰下里,"Y,N",Y,categorical,nominal,5,,,,FALSE,TRUE,Stage 5 - left-right neighbors→up-down neighbors
CM_Q24_TEXT,508,CM,3,text,text_response,Q24 text response,Q24文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q25,509,CM,3,radio,morphology,Q25: 車來車往,車來車往,"Y,N",Y,categorical,nominal,5,,,,FALSE,TRUE,Stage 5 - people coming and going→cars coming and going
CM_Q25_TEXT,510,CM,3,text,text_response,Q25 text response,Q25文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q26,511,CM,3,radio,morphology,Q26: 上張下望,上張下望,"Y,N",Y,categorical,nominal,5,,,,FALSE,TRUE,Stage 5 - looking east-west→looking up-down
CM_Q26_TEXT,512,CM,3,text,text_response,Q26 text response,Q26文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Q27,513,CM,3,radio,morphology,Q27: 春秋相對,春秋相對,"Y,N",Y,categorical,nominal,5,,,,FALSE,TRUE,Stage 5 - morning-evening together→spring-autumn together
CM_Q27_TEXT,514,CM,3,text,text_response,Q27 text response,Q27文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_Date,515,CM,3,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
CM_Com,516,CM,3,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
CM_K3_Score,517,CM,3,calculated,score,K3 total score,K3總分,0-27,,numeric,ratio,,,,0,FALSE,FALSE,Total score for K3 students
CM_P2_Score,518,CM,3,calculated,score,Stage 2 score,第二階段分數,0-5,,numeric,ratio,,,,0,FALSE,FALSE,Score for stage 2 questions
CM_P3_Score,519,CM,3,calculated,score,Stage 3 score,第三階段分數,0-5,,numeric,ratio,,,,0,FALSE,FALSE,Score for stage 3 questions
CM_P4_Score,520,CM,3,calculated,score,Stage 4 score,第四階段分數,0-5,,numeric,ratio,,,,0,FALSE,FALSE,Score for stage 4 questions
CM_P5_Score,521,CM,3,calculated,score,Stage 5 score,第五階段分數,0-5,,numeric,ratio,,,,0,FALSE,FALSE,Score for stage 5 questions
FM_Hand,522,FM,4,radio,handedness,Dominant hand,慣用手,"Left,Right,Undetermined",,categorical,nominal,,none,,0,FALSE,FALSE,Left=左手 Right=右手 Undetermined=未形成
FM_side_1,523,FM,4,radio,cutting_first_edge,First edge 10-49% within 1cm,第一條邊10-49%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (cutting first edge accuracy)
FM_side_2,524,FM,4,radio,cutting_first_edge,First edge 50-89% within 1cm,第一條邊50-89%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (cutting first edge accuracy)
FM_side_3,525,FM,4,radio,cutting_first_edge,First edge 90-100% within 1cm,第一條邊90-100%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (cutting first edge accuracy)
FM_squ_1,526,FM,4,radio,cutting_square,Square 10-49% within 1cm,正方形10-49%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (square cutting accuracy)
FM_squ_2,527,FM,4,radio,cutting_square,Square 50-89% within 1cm,正方形50-89%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (square cutting accuracy)
FM_squ_3,528,FM,4,radio,cutting_square,Square 90-100% within 1cm,正方形90-100%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (square cutting accuracy)
FM_tree_1,530,FM,4,radio,cutting_tree,Tree 10-49% within 1cm,樹形10-49%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (tree cutting accuracy)
FM_tree_2,531,FM,4,radio,cutting_tree,Tree 50-89% within 1cm,樹形50-89%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (tree cutting accuracy)
FM_tree_3,532,FM,4,radio,cutting_tree,Tree 90-100% within 1cm,樹形90-100%,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=不成功 1=成功 (tree cutting accuracy)
FM_Date,533,FM,4,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
FM_Com,534,FM,4,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
FM_1_Score,535,FM,4,score,score,Square score,正方形得分,"0-6",,numeric,ratio,,,,0,FALSE,FALSE,Sum of side_1-3 + squ_1-3
FM_2_Score,536,FM,4,score,score,Tree score,樹形得分,"0-3",,numeric,ratio,,,,0,FALSE,FALSE,Sum of tree_1-3 (only if square score >0)
FM_Ter,606,FM,4,termination_flag,termination,Termination flag,終止標記,"0,1",,boolean,nominal,,,,0,FALSE,FALSE,1=terminated if square score=0
TGMD_Hand,537,TGMD,4,radio,handedness,Dominant hand,慣用手,"Left,Right,Undetermined",,categorical,nominal,,none,,0,FALSE,FALSE,Left=左手 Right=右手 Undetermined=未形成
TGMD_Leg,538,TGMD,4,radio,footedness,Dominant foot,慣用腳,"Left,Right,Undetermined",,categorical,nominal,,none,,0,FALSE,FALSE,Left=左腳 Right=右腳 Undetermined=未形成
TGMD_111_Hop_t1,539,TGMD,4,matrix-radio,hop,Hop criterion 1 trial 1,單腳跳標準1第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,離地腳有自然彎曲並向前擺動以提供動力
TGMD_112_Hop_t1,540,TGMD,4,matrix-radio,hop,Hop criterion 2 trial 1,單腳跳標準2第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,離地腳的鞋沒有越過慣用腳
TGMD_113_Hop_t1,541,TGMD,4,matrix-radio,hop,Hop criterion 3 trial 1,單腳跳標準3第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙臂彎曲向前擺動產生動力
TGMD_114_Hop_t1,542,TGMD,4,matrix-radio,hop,Hop criterion 4 trial 1,單腳跳標準4第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,慣用的腳完成4次連續單腳跳
TGMD_111_Hop_t2,543,TGMD,4,matrix-radio,hop,Hop criterion 1 trial 2,單腳跳標準1第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,離地腳有自然彎曲並向前擺動以提供動力
TGMD_112_Hop_t2,544,TGMD,4,matrix-radio,hop,Hop criterion 2 trial 2,單腳跳標準2第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,離地腳的鞋沒有越過慣用腳
TGMD_113_Hop_t2,545,TGMD,4,matrix-radio,hop,Hop criterion 3 trial 2,單腳跳標準3第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙臂彎曲向前擺動產生動力
TGMD_114_Hop_t2,546,TGMD,4,matrix-radio,hop,Hop criterion 4 trial 2,單腳跳標準4第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,慣用的腳完成4次連續單腳跳
TGMD_211_Jum_t1,547,TGMD,4,matrix-radio,long_jump,Jump criterion 1 trial 1,立定跳遠標準1第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,準備起跳前雙膝彎曲雙臂在身體後面
TGMD_212_Jum_t1,548,TGMD,4,matrix-radio,long_jump,Jump criterion 2 trial 1,立定跳遠標準2第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,踺地起跳時雙臂有力向前上方擺動高於頭頂
TGMD_213_Jum_t1,549,TGMD,4,matrix-radio,long_jump,Jump criterion 3 trial 1,立定跳遠標準3第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙腳同時起跳同時落地
TGMD_214_Jum_t1,550,TGMD,4,matrix-radio,long_jump,Jump criterion 4 trial 1,立定跳遠標準4第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙腳落地時雙臂隨之向下擺動
TGMD_211_Jum_t2,551,TGMD,4,matrix-radio,long_jump,Jump criterion 1 trial 2,立定跳遠標準1第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,準備起跳前雙膝彎曲雙臂在身體後面
TGMD_212_Jum_t2,552,TGMD,4,matrix-radio,long_jump,Jump criterion 2 trial 2,立定跳遠標準2第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,踺地起跳時雙臂有力向前上方擺動高於頭頂
TGMD_213_Jum_t2,553,TGMD,4,matrix-radio,long_jump,Jump criterion 3 trial 2,立定跳遠標準3第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙腳同時起跳同時落地
TGMD_214_Jum_t2,554,TGMD,4,matrix-radio,long_jump,Jump criterion 4 trial 2,立定跳遠標準4第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙腳落地時雙臂隨之向下擺動
TGMD_311_Sli_t1,555,TGMD,4,matrix-radio,slide,Slide criterion 1 trial 1,側滑步標準1第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,身體側對滑步方向胸頭大致與地面保持平行
TGMD_312_Sli_t1,556,TGMD,4,matrix-radio,slide,Slide criterion 2 trial 1,側滑步標準2第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,慣用腳向側滑步另一隻腳隨後滑動有短暫離地
TGMD_313_Sli_t1,557,TGMD,4,matrix-radio,slide,Slide criterion 3 trial 1,側滑步標準3第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,以第一個方向連續四次側滑步
TGMD_314_Sli_t1,558,TGMD,4,matrix-radio,slide,Slide criterion 4 trial 1,側滑步標準4第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,不用轉身反方向重複側滑步連續四次
TGMD_311_Sli_t2,559,TGMD,4,matrix-radio,slide,Slide criterion 1 trial 2,側滑步標準1第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,身體側對滑步方向胸頭大致與地面保持平行
TGMD_312_Sli_t2,560,TGMD,4,matrix-radio,slide,Slide criterion 2 trial 2,側滑步標準2第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,慣用腳向側滑步另一隻腳隨後滑動有短暫離地
TGMD_313_Sli_t2,561,TGMD,4,matrix-radio,slide,Slide criterion 3 trial 2,側滑步標準3第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,以第一個方向連續四次側滑步
TGMD_314_Sli_t2,562,TGMD,4,matrix-radio,slide,Slide criterion 4 trial 2,側滑步標準4第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,不用轉身反方向重複側滑步連續四次
TGMD_411_Dri_t1,563,TGMD,4,matrix-radio,dribble,Dribble criterion 1 trial 1,單手原地拍球標準1第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,一隻手拍球的時候球有回彈至腰間高度
TGMD_412_Dri_t1,564,TGMD,4,matrix-radio,dribble,Dribble criterion 2 trial 1,單手原地拍球標準2第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,用指尖控球而不是用手掌拍打籃球
TGMD_413_Dri_t1,565,TGMD,4,matrix-radio,dribble,Dribble criterion 3 trial 1,單手原地拍球標準3第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,能連續拍球4次腳不移動控制住球
TGMD_411_Dri_t2,566,TGMD,4,matrix-radio,dribble,Dribble criterion 1 trial 2,單手原地拍球標準1第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,一隻手拍球的時候球有回彈至腰間高度
TGMD_412_Dri_t2,567,TGMD,4,matrix-radio,dribble,Dribble criterion 2 trial 2,單手原地拍球標準2第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,用指尖控球而不是用手掌拍打籃球
TGMD_413_Dri_t2,568,TGMD,4,matrix-radio,dribble,Dribble criterion 3 trial 2,單手原地拍球標準3第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,能連續拍球4次腳不移動控制住球
TGMD_511_Cat_t1,569,TGMD,4,matrix-radio,catch,Catch criterion 1 trial 1,雙手接球標準1第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,準備接球前雙手自然伸展置於胸前肘關節自然彎曲
TGMD_512_Cat_t1,570,TGMD,4,matrix-radio,catch,Catch criterion 2 trial 1,雙手接球標準2第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙臂自然伸展去迎接球
TGMD_513_Cat_t1,571,TGMD,4,matrix-radio,catch,Catch criterion 3 trial 1,雙手接球標準3第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,僅靠雙手接住球
TGMD_511_Cat_t2,572,TGMD,4,matrix-radio,catch,Catch criterion 1 trial 2,雙手接球標準1第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,準備接球前雙手自然伸展置於胸前肘關節自然彎曲
TGMD_512_Cat_t2,573,TGMD,4,matrix-radio,catch,Catch criterion 2 trial 2,雙手接球標準2第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,雙臂自然伸展去迎接球
TGMD_513_Cat_t2,574,TGMD,4,matrix-radio,catch,Catch criterion 3 trial 2,雙手接球標準3第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,僅靠雙手接住球
TGMD_611_Thr_t1,575,TGMD,4,matrix-radio,underhand_throw,Throw criterion 1 trial 1,下手拋球標準1第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,拋球前慣用手持球向後下方擺動並置於身體後方
TGMD_612_Thr_t1,576,TGMD,4,matrix-radio,underhand_throw,Throw criterion 2 trial 1,下手拋球標準2第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,於慣用手另一邊的腳踏前一步
TGMD_613_Thr_t1,577,TGMD,4,matrix-radio,underhand_throw,Throw criterion 3 trial 1,下手拋球標準3第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,球拋出後直接擊打牆面沒有彈地
TGMD_614_Thr_t1,578,TGMD,4,matrix-radio,underhand_throw,Throw criterion 4 trial 1,下手拋球標準4第1次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,球離手時投球的手至少達胸部位置
TGMD_611_Thr_t2,579,TGMD,4,matrix-radio,underhand_throw,Throw criterion 1 trial 2,下手拋球標準1第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,拋球前慣用手持球向後下方擺動並置於身體後方
TGMD_612_Thr_t2,580,TGMD,4,matrix-radio,underhand_throw,Throw criterion 2 trial 2,下手拋球標準2第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,於慣用手另一邊的腳踏前一步
TGMD_613_Thr_t2,581,TGMD,4,matrix-radio,underhand_throw,Throw criterion 3 trial 2,下手拋球標準3第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,球拋出後直接擊打牆面沒有彈地
TGMD_614_Thr_t2,582,TGMD,4,matrix-radio,underhand_throw,Throw criterion 4 trial 2,下手拋球標準4第2次,"0,1",,ordinal,ordinal,,none,,0,FALSE,TRUE,球離手時投球的手至少達胸部位置
TGMD_Com,583,TGMD,4,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
MF_1,584,MF,4,math-fluency,addition,8+7,8+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 15. Timed task 60s total
MF_2,585,MF,4,math-fluency,addition,12+5,12+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 17
MF_3,586,MF,4,math-fluency,addition,3+9,3+9,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 12
MF_4,587,MF,4,math-fluency,addition,4+4,4+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 8
MF_5,588,MF,4,math-fluency,addition,15+6,15+6,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 21
MF_6,589,MF,4,math-fluency,addition,9+8,9+8,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 17
MF_7,590,MF,4,math-fluency,addition,7+2,7+2,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 9
MF_8,591,MF,4,math-fluency,addition,11+4,11+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 15
MF_9,592,MF,4,math-fluency,addition,6+5,6+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 11
MF_10,593,MF,4,math-fluency,addition,13+7,13+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 20
MF_11,607,MF,4,math-fluency,addition,1+5,1+5,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 6
MF_12,608,MF,4,math-fluency,addition,5+3,5+3,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 8
MF_13,609,MF,4,math-fluency,addition,6+3,6+3,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 9
MF_14,610,MF,4,math-fluency,addition,8+1,8+1,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 9
MF_15,611,MF,4,math-fluency,addition,7+0,7+0,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 7
MF_16,612,MF,4,math-fluency,addition,4+1,4+1,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 5
MF_17,613,MF,4,math-fluency,addition,1+7,1+7,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 8
MF_18,614,MF,4,math-fluency,addition,0+6,0+6,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 6
MF_19,615,MF,4,math-fluency,addition,3+4,3+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 7
MF_20,616,MF,4,math-fluency,addition,4+4,4+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 8
MF_21,617,MF,4,math-fluency,addition,3+3,3+3,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 6
MF_22,618,MF,4,math-fluency,addition,9+1,9+1,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 10
MF_23,619,MF,4,math-fluency,addition,5+4,5+4,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 9
MF_24,620,MF,4,math-fluency,addition,7+2,7+2,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 9
MF_25,621,MF,4,math-fluency,addition,0+11,0+11,numeric,,numeric,ratio,,timeout,,0,FALSE,TRUE,Correct answer: 11
